point,plot,landscape,salinity.exposure,DateTime.PST,date,time.local,DateTimeLocal,Type,source,tide.note,tide.flow,tide.period,depth.cm,water.vial.id,ghg.id,filter.id,filter.volume.ml,salinity.psu,temperature.c,ph,do.mgl,orp.mv,fe2.mgl,hs.mgl,doc.mgl,tdn.mgl,CO2.umolar,CH4.umolar,N2O.umolar,d13ch4.permil,O2.umolar,CO2.stddev.umolar,CH4.stddev.umolar,N2O.stddev.umolar,d13ch4.stddev.permil,Sensor.HydraulicHead.m,Sensor.T.C,Sensor.S.PSU,Sensor.pH,Sensor.Note,Notes,alkalinity.caco3.mgl,tss.mgl,cdom,conductivity.uscm,spc.uscm,do.perc,pressure.mmhg,co2.ppm,ch4.ppm,n2o.ppm,nh3.ppm.for.reference.only,co2.stddev.ppm,ch4.stddev.ppm,n2o.stddev.ppm,nh3.stddev.ppm.for.reference.only,Kh.CO2,Kh.CH4,Kh.N2O,d13ch4.permil.raw,d13ch4.stddev.permil.raw,Filled.salinity.psu,Filled.temperature.c,Filled.ph,Fill.Notes
BC21,freshwater,freshwater.wetland,none,3/20/2019 8:30,3/20/2019,9:30:00 AM,3/20/2019 9:30,Surface water,surface.water,flooded,flood,low tide,NA,3637-1000,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2.63,0.2,175.966904,14.58794507,0.014127437,-67.39,NA,0.425191738,0.077416618,0.000218333,1.74,NA,7.179,NA,NA,temp from BC21 Exo 3/20/2019 8:30, ,NA,NA,NA,242.4,NA,NA,NA,2856,329.76,0.33,NA,6.901,1.75,0.0051,NA,0.061613062,0.044238067,0.042810414,-67.39,1.74,0,7.179,NA,sensor-filled T
BC11,middle,river,low,3/20/2019 11:00,3/20/2019,12:00:00 PM,3/20/2019 12:00,Surface water,surface.water,flooded,flood,high tide,NA,3637-1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,0.31,40.97722287,2.612960231,0.020299349,-29.51,NA,0.105129501,0.006689708,0.00025237,11.88,2.421,9.909,9.84,7.34,, ,NA,NA,NA,16300,NA,NA,NA,1144,39.45,0.37,NA,2.935,0.101,0.0046,NA,0.035819251,0.066234733,0.054863106,-29.51,11.88,9.84,9.909,7.34,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC11,middle,river,low,3/20/2019 11:30,3/20/2019,12:30:00 PM,3/20/2019 12:30,Surface water,surface.water,flooded,flood,high tide,NA,3637-1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,0.4,35.82969691,2.967550613,0.022190846,-29.51,NA,0.091923217,0.007597531,0.000275886,11.88,2.644,10.166,12.58,7.46,, ,NA,NA,NA,14590,NA,NA,NA,1144,39.45,0.37,NA,2.935,0.101,0.0046,NA,0.031319665,0.075223083,0.059975259,-29.51,11.88,12.58,10.166,7.46,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC02,mouth,river,medium,3/20/2019 14:50,3/20/2019,3:50:00 PM,3/20/2019 15:50,Surface water,surface.water,flooded,ebb,high tide,NA,3637-1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.866333333,10.77033333,11.98,7.316666667,, ,NA,NA,NA,14550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031481482,0.072191126,0.057576805,NA,NA,11.98,10.77033333,7.316666667,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,3/20/2019 14:50,3/20/2019,3:50:00 PM,3/20/2019 15:50,Surface water,surface.water,flooded,ebb,high tide,NA,NA,NA,NA,NA,7.68,10.5,6.5,8.12,NA,NA,NA,NA,NA,80.93078185,NA,NA,NA,253.7658604,NA,NA,NA,NA,1.866333333,10.77033333,11.98,7.316666667,,Lowering tide (1/2 bank full arm's distrance down from bank); data from YSI handheld ,NA,NA,NA,9575,13340,75.6,756.5,2091.6,NA,NA,NA,NA,NA,NA,NA,0.038693241,0.058899147,0.049806394,NA,NA,7.68,10.5,6.5,NA
BC01,mouth,river,medium,3/21/2019 8:00,3/21/2019,9:00:00 AM,3/21/2019 9:00,Surface water,surface.water,flooded,flood,low tide,NA,3637-1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94,0.31,109.5448619,2.825036658,0.01358083,-26.36,NA,0.82645722,0.014476414,0.000232188,8,0.695,8.775,2.36,6.79,, ,NA,NA,NA,4100,NA,NA,NA,2091.6,59.52,0.31,NA,15.78,0.305,0.0053,NA,0.052373715,0.047463654,0.043809129,-26.36,8,2.36,8.775,6.79,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC92,marsh,floodplain,high,3/21/2019 9:00,3/21/2019,10:00:00 AM,3/21/2019 10:00,Surface water,surface.water,flooded,flood,low tide,NA,3637-1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.983,7.44,16.42,NA,using BC92,Rainwater ,NA,NA,NA,112.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029219792,0.095397463,0.074957735,NA,NA,16.42,7.44,NA,"sensor-filled T, sensor-filled S"
BC91,marsh,river,high,3/21/2019 11:20,3/21/2019,12:20:00 PM,3/21/2019 12:20,Surface water,surface.water,flooded,flood,high tide,NA,3637-1009,NA,NA,NA,21.37,10.4,7.53,9.38,NA,NA,NA,1.71,0.19,NA,NA,NA,NA,293.1433215,NA,NA,NA,NA,1.975666667,NA,NA,NA,using BC92,"YSI handheld measurements taken during grab sample, originally split into two rows with a different conductivity measurement (35000 uS/cm) accompanying the doc/tdn data ",NA,NA,NA,24638,34133,96.2,760.3,NA,NA,NA,NA,NA,NA,NA,NA,0.020788985,0.114709716,0.081468767,NA,NA,21.37,10.4,7.53,NA
BC13,middle,floodplain,low,3/21/2019 12:45,3/21/2019,1:45:00 PM,3/21/2019 13:45,Surface water,surface.water,flooded,flood,high tide,NA,3637-1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,0.31,49.78289539,3.648607541,0.022053953,-37.63,NA,0.220975735,0.00934965,0.000315908,6.63,2.663,10.281,12.51,7.33,, ,NA,NA,NA,12730,NA,NA,NA,1591.2,48.78,0.37,NA,7.063,0.125,0.0053,NA,0.031286385,0.074797203,0.059605277,-37.63,6.63,12.51,10.281,7.33,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC12,middle,river.bank,low,3/21/2019 13:05,3/21/2019,2:05:00 PM,3/21/2019 14:05,Surface water,surface.water,flooded,flood,high tide,NA,3637-1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,0.25,31.35170017,3.709401175,0.023137227,-33.39,NA,0.006870864,0.001556029,0.000350364,9.3,2.742,10.44983333,15.56,7.475,, ,NA,NA,NA,19490,NA,NA,NA,1159,42.91,0.35,NA,0.254,0.018,0.0053,NA,0.027050647,0.086446077,0.066106363,-33.39,9.3,15.56,10.44983333,7.475,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC14,middle,hillslope,low,3/21/2019 13:30,3/21/2019,2:30:00 PM,3/21/2019 14:30,Surface water,surface.water,flooded,ebb,high tide,NA,3637-1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,0.22,24.44873969,3.328227086,0.020615506,-16.55,NA,0.091694416,0.004721602,0.000360771,17.5,2.797,10.609,18.71,7.65,, ,NA,NA,NA,2270,NA,NA,NA,1050,33.13,0.28,NA,3.938,0.047,0.0049,NA,0.023284514,0.100459616,0.073626808,-16.55,17.5,18.71,10.609,7.65,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC11,middle,river,low,3/21/2019 14:50,3/21/2019,3:50:00 PM,3/21/2019 15:50,Surface water,surface.water,flooded,ebb,high tide,NA,3637-1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.356666667,10.20066667,10.40666667,7.253333333,, ,NA,NA,NA,17380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034537306,0.067659341,0.055444191,NA,NA,10.40666667,10.20066667,7.253333333,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC11,middle,river,low,3/22/2019 8:00,3/22/2019,9:00:00 AM,3/22/2019 9:00,Surface water,surface.water,flooded,flood,low tide,NA,3637-1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.035333333,8.0504,1.735333333,6.548666667,, ,NA,NA,NA,4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055263957,0.046929657,0.04401297,NA,NA,1.735333333,8.0504,6.548666667,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC11,middle,river,low,6/25/2019 8:50,6/25/2019,9:50:00 AM,6/25/2019 9:50,Surface water,surface.water,flooded,ebb,low tide,NA,3637-3001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83,0.22,115.8242625,4.629744198,0.010869881,-53.49,NA,0.227935427,0.012050975,5.10E-05,3.23,1.125666667,14.843,1.17,7.703333333,,"Gas data from 9:30am sample, not 9:50. Originally split into two rows - now merged ",33.37,7.767,NA,NA,NA,NA,NA,2564.1,119.48,0.32,NA,5.046,0.311,0.0015,NA,0.045171508,0.038749114,0.033968378,-53.49,3.23,1.17,14.843,7.703333333,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,6/25/2019 11:35,6/25/2019,12:35:00 PM,6/25/2019 12:35,Surface water,surface.water,flooded,ebb,low tide,NA,3637-3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29,0.2,64.62064284,2.457404688,0.010649231,-82.07,NA,0.093197337,0.005581022,0.000124748,2.3,0.5185,17.07916667,0.201666667,7.6,,Originally split into two rows - now merged ,34.25,123.14,NA,NA,NA,NA,NA,1465.1,70.01,0.35,NA,2.113,0.159,0.0041,NA,0.044106643,0.035100767,0.030426375,-82.07,2.3,0.201666667,17.07916667,7.6,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,6/26/2019 7:25,6/26/2019,8:25:00 AM,6/26/2019 8:25,Surface water,surface.water,flooded,ebb,high tide,NA,3637-3002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,0.2,92.53720674,2.46896423,0.011313128,-57.68,NA,0.081743584,0.003167206,0.000113131,2.56,0.564223485,16.75031061,0.772083333,7.397651515,,Originally split into two rows - now merged ,57.77,7.0653,NA,NA,NA,NA,NA,2133.9,67.82,0.36,NA,1.885,0.087,0.0036,NA,0.043365297,0.036404663,0.031425355,-57.68,2.56,0.772083333,16.75031061,7.397651515,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC13,middle,floodplain,low,6/26/2019 10:40,6/26/2019,11:40:00 AM,6/26/2019 11:40,Surface water,surface.water,flooded,ebb,low tide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.2699402,0.415193162,0.04999518,NA,NA,3.475166356,0.002422878,0.003996368,NA,0.928666667,15.169,0.246666667,7.1,, ,NA,NA,NA,NA,NA,NA,NA,2490.5,11.31,1.54,NA,74.438,0.066,0.1231,NA,0.046685381,0.036710271,0.032464402,NA,NA,0.246666667,15.169,7.1,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC11,middle,river,low,9/28/2019 15:30,9/28/2019,4:30:00 PM,9/28/2019 16:30,Surface water,surface.water,flooded,ebb,low tide,NA,3700-1,NA,NA,NA,8.7,NA,5.82,6.88,187.1,NA,NA,6.586,0.893,NA,NA,NA,NA,215.0134383,NA,NA,NA,NA,1.525,13.569,5.46,6.63,,"Originally split into two rows: YSI had no time and had this note: seep drainage from ground into creek; values changing frequently. Found in SeptOct2019b notebook but also no time, seems to be after 16:05,  ",NA,NA,NA,117.01,148.47,70,757.8,NA,NA,NA,NA,NA,NA,NA,NA,0.033163154,0.058096156,0.046765566,NA,NA,8.7,13.569,5.82,sensor-filled T
BC11,middle,river,low,9/29/2019 11:00,9/29/2019,12:00:00 PM,9/29/2019 12:00,Surface water,surface.water,flooded,flood,high tide,NA,3700-2,NA,NA,NA,8.95,12.3,6.28,8.34,178.3,NA,NA,4.932,1.79,NA,NA,NA,NA,260.6412901,NA,NA,NA,NA,1.593,12.043,5.61,6.65,,"surface water rising tide, rising tide; samples under surface flow of gunk. Originally split into two rows, now merged, Rising tide ",NA,NA,NA,11627,1537.1,83,759.2,NA,NA,NA,NA,NA,NA,NA,NA,0.03425521,0.060340902,0.049142814,NA,NA,8.95,12.3,6.28,NA
BC13,middle,floodplain,low,9/29/2019 13:30,9/29/2019,2:30:00 PM,9/29/2019 14:30,Surface water,surface.water,flooded,ebb,high tide,NA,3700-3,NA,NA,NA,20.52,14.1,6.94,6.8,176,NA,NA,2.16,0.433,NA,NA,NA,NA,212.5132821,NA,NA,NA,NA,2.876,13.582,5.74,6.62,,"surface water looks slackish, tide coming in, but flow is only fast in channels, sampled ~195 degrees S of AquaTroll Well. Originally split into two rows, now merged, Slack ",NA,NA,NA,32806,25967,75.7,759.3,NA,NA,NA,NA,NA,NA,NA,NA,0.018774795,0.104012443,0.07115996,NA,NA,20.52,14.1,6.94,NA
BC12,middle,river.bank,low,9/29/2019 13:45,9/29/2019,2:45:00 PM,9/29/2019 14:45,Surface water,surface.water,flooded,ebb,high tide,NA,3700-4,NA,NA,NA,18.6,NA,7.36,6.83,161.6,NA,NA,3.732,0.4186,NA,NA,NA,NA,213.4508407,NA,NA,NA,NA,2.8795,13.701,5.745,6.63,,"surface water, incoming, slow moving at site, originally split into two rows, now merged, Rising tide ",NA,NA,NA,23515,29855,74.5,759.4,NA,NA,NA,NA,NA,NA,NA,NA,0.020834816,0.095041426,0.067037268,NA,NA,18.6,13.701,7.36,sensor-filled T
BC14,middle,hillslope,low,9/29/2019 13:52,9/29/2019,2:52:00 PM,9/29/2019 14:52,Surface water,surface.water,flooded,ebb,high tide,NA,3700-5,NA,NA,NA,17.2,NA,7.19,6.5,141.1,NA,NA,4.276,0.425,NA,NA,NA,NA,203.1376961,NA,NA,NA,NA,2.881133333,13.75653333,5.747333333,6.634666667,,"very little water movement, originally split into two rows, now merged,  ",NA,NA,NA,21630,27908,69.2,759.4,NA,NA,NA,NA,NA,NA,NA,NA,0.022191167,0.088539496,0.063570166,NA,NA,17.2,13.75653333,7.19,sensor-filled T
BC13,middle,floodplain,low,9/29/2019 14:00,9/29/2019,3:00:00 PM,9/29/2019 15:00,Surface water,surface.water,flooded,ebb,high tide,NA,3700-6,NA,NA,NA,22.32,NA,7.52,6.95,28.9,NA,NA,3.121,0.407,NA,NA,NA,NA,217.2010751,NA,NA,NA,NA,2.883,13.82,5.75,6.64,,"Floodplain channel; tide slack, just starting to ebb, originally split into two rows, now merged,  ",NA,NA,NA,28128,32385,77.8,759.4,NA,NA,NA,NA,NA,NA,NA,NA,0.017447173,0.114275548,0.076624469,NA,NA,22.32,13.82,7.52,sensor-filled T
BC13,middle,floodplain,low,9/29/2019 13:30,9/29/2019,2:30:00 PM,9/29/2019 14:30,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,21.76,NA,7.53,7.31,161,NA,NA,NA,NA,NA,NA,NA,NA,228.4517782,NA,NA,NA,NA,2.876,13.582,5.74,6.62,,"Middle of channel coming in. Originally no time but estimate of 14:30 based on notebook between 14:30 and 14:45, no grab (SeptOct2019b),  ",NA,NA,NA,27421,34536,81.4,759.3,NA,NA,NA,NA,NA,NA,NA,NA,0.018068759,0.111489278,0.075547107,NA,NA,21.76,13.582,7.53,sensor-filled T
BC13,middle,floodplain,low,9/30/2019 13:51,9/30/2019,2:51:00 PM,9/30/2019 14:51,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,20.21,13.5,6.06,7.39,133.5,NA,NA,NA,NA,NA,NA,NA,NA,230.9519345,NA,NA,NA,NA,2.8436,12.7859,6.593,6.617,, ,NA,NA,NA,25209,32358,80.5,763.9,NA,NA,NA,NA,NA,NA,NA,NA,0.019477512,0.103311483,0.071526176,NA,NA,20.21,13.5,6.06,NA
BC12,middle,floodplain,low,9/30/2019 13:53,9/30/2019,2:53:00 PM,9/30/2019 14:53,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,17.61,12.6,6.3,7.2,130.8,NA,NA,NA,NA,NA,NA,NA,NA,225.0140634,NA,NA,NA,NA,2.849466667,12.82103333,6.599,6.617666667,, ,NA,NA,NA,21800,28508,76.2,763.8,NA,NA,NA,NA,NA,NA,NA,NA,0.022718755,0.092072713,0.066724888,NA,NA,17.61,12.6,6.3,NA
BC14,middle,hillslope,low,9/30/2019 14:00,9/30/2019,3:00:00 PM,9/30/2019 15:00,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,17.73,12.7,5.6,6.87,126.6,NA,NA,NA,NA,NA,NA,NA,NA,214.7009188,NA,NA,NA,NA,2.87,12.944,6.62,6.62,,"Isco sampling during measurement,  ",NA,NA,NA,21985,28690,72.8,763.9,NA,NA,NA,NA,NA,NA,NA,NA,0.022509462,0.092470155,0.066822674,NA,NA,17.73,12.7,5.6,NA
BC12,middle,river.bank,low,9/30/2019 14:04,9/30/2019,3:04:00 PM,9/30/2019 15:04,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,22.06,13.8,7.29,7.7,124.3,NA,NA,NA,NA,NA,NA,NA,NA,240.64004,NA,NA,NA,NA,2.874133333,12.97733333,6.648,6.618666667,,"Tide flowing into flood plain; channel,  ",NA,NA,NA,28422,36185,85.7,763.8,NA,NA,NA,NA,NA,NA,NA,NA,0.017672803,0.112829758,0.075935168,NA,NA,22.06,13.8,7.29,NA
BC13,middle,floodplain,low,9/30/2019 14:07,9/30/2019,3:07:00 PM,9/30/2019 15:07,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,22.06,13.7,7.5,7.82,123.6,NA,NA,NA,NA,NA,NA,NA,NA,244.3902744,NA,NA,NA,NA,2.877233333,13.00233333,6.669,6.617666667,,"Tide flowing in; channe,  ",NA,NA,NA,27443,34999,86.6,763.9,NA,NA,NA,NA,NA,NA,NA,NA,0.017739503,0.112986212,0.076140824,NA,NA,22.06,13.7,7.5,NA
BC13,middle,floodplain,low,9/30/2019 14:35,9/30/2019,3:35:00 PM,9/30/2019 15:35,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,21.24,13.6,7.51,7.78,121,NA,NA,NA,NA,NA,NA,NA,NA,243.1401963,NA,NA,NA,NA,2.879833333,13.21666667,6.841666667,6.611666667,,"Middle of BC floodplain; water stagnant, well re-listed here as BC13 but even in notebook listed as ""middle of BC middle floodplain"" (sept2019 notebook),  ",NA,NA,NA,26453,33773,85.6,763.9,NA,NA,NA,NA,NA,NA,NA,NA,0.018498129,0.108603912,0.074080369,NA,NA,21.24,13.6,7.51,NA
BC14,middle,hillslope,low,9/30/2019 14:47,9/30/2019,3:47:00 PM,9/30/2019 15:47,Surface water,surface.water,flooded,ebb,high tide,NA,3700-7,NA,NA,NA,17.39,12.9,7.05,7.37,104.9,NA,NA,3.423,0.182,NA,NA,NA,NA,230.3268954,NA,NA,NA,NA,2.829033333,13.27106667,6.869666667,6.615666667,,"Flow away from hillslope towards floodplain; between wells and collar 33, surface. Originally split into two rows with tdn/doc measurement listed as 15:48 for time,  ",NA,NA,NA,21706,28217,77.8,763.9,NA,NA,NA,NA,NA,NA,NA,NA,0.022697808,0.090627909,0.065616338,NA,NA,17.39,12.9,7.05,NA
BC12,middle,river.bank,low,9/30/2019 14:57,9/30/2019,3:57:00 PM,9/30/2019 15:57,Surface water,surface.water,flooded,ebb,high tide,NA,3700-8,NA,NA,NA,21.53,13.4,7.32,6.84,104.9,NA,NA,2.931,0.398,NA,NA,NA,NA,213.7633602,NA,NA,NA,NA,2.7867,13.3164,6.893,6.619,,"Flow away from Isco towards BC13, surface, originally split into two rows with tdn/doc listed as 15:59 but now merged,  ",NA,NA,NA,26623,34218,75,764,NA,NA,NA,NA,NA,NA,NA,NA,0.0183885,0.110501921,0.075285101,NA,NA,21.53,13.4,7.32,NA
BC13,middle,floodplain,low,9/30/2019 15:01,9/30/2019,4:01:00 PM,9/30/2019 16:01,Surface water,surface.water,flooded,ebb,high tide,NA,3700-9,NA,NA,NA,20.68,13.5,7.34,6.56,104.5,NA,NA,3.034,0.391,NA,NA,NA,NA,205.0128133,NA,NA,NA,NA,2.7653,13.32383333,6.899333333,6.619333333,,"Flow away from weather station in between well w/ troll and collar, surface. Originally split into two rows with tdn/doc listed as 16:02 for time.,  ",NA,NA,NA,25780,33021,71.7,763.9,NA,NA,NA,NA,NA,NA,NA,NA,0.019056969,0.105762785,0.072771582,NA,NA,20.68,13.5,7.34,NA
BC13,middle,floodplain,low,9/30/2019 15:05,9/30/2019,4:05:00 PM,9/30/2019 16:05,Surface water,surface.water,flooded,ebb,high tide,NA,3700-10,NA,NA,NA,21.12,13.5,7.35,7.43,98.5,NA,NA,2.823,0.36,NA,NA,NA,NA,232.2020126,NA,NA,NA,NA,2.7305,13.29916667,6.896666667,6.616666667,,"Channel, channel surface. Originally split into two rows with tdn/doc listed as 16:07.,  ",NA,NA,NA,26316,33699,81.2,763.9,NA,NA,NA,NA,NA,NA,NA,NA,0.018671502,0.108110308,0.073957139,NA,NA,21.12,13.5,7.35,NA
BC13,middle,floodplain,low,10/1/2019 14:29,10/1/2019,3:29:00 PM,10/1/2019 15:29,Surface water,surface.water,flooded,ebb,high tide,NA,3700-11,NA,NA,NA,20.37,13.3,7.41,7.92,156.7,NA,NA,2.173,0.353,112.0578669,0.059535237,0.026769048,NA,247.5154697,0.294300668,0.000208896,0.00120099,NA,2.797366667,12.51323333,6.904,6.601,,"Rising tide, originally split into two rows with tdn/doc listed as 15:32, Rising tide ",NA,NA,NA,25288,32559,86,765.4,5752.9,0.57,0.37,NA,15.109,0.002,0.0166,NA,0.019478501,0.104447784,0.072348779,NA,NA,20.37,13.3,7.41,NA
BC13,middle,floodplain,low,10/1/2019 14:34,10/1/2019,3:34:00 PM,10/1/2019 15:34,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,20.94,13.4,7.56,7.81,149.6,NA,NA,NA,NA,NA,NA,NA,NA,244.0777549,NA,NA,NA,NA,2.805933333,12.5622,6.905333333,6.602666667,,"BC13 channel gas B sample - gas data is possibly average of these 4,  ",NA,NA,NA,25992,33387,85,765.4,NA,NA,NA,NA,NA,NA,NA,NA,0.018899037,0.10729922,0.073672712,NA,NA,20.94,13.4,7.56,NA
BC13,middle,floodplain,low,10/1/2019 14:40,10/1/2019,3:40:00 PM,10/1/2019 15:40,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,21.37,13.4,7.58,7.85,146.7,NA,NA,NA,NA,37.51243059,3.244872246,0.028440867,NA,245.327833,0.051056476,0.001644361,0.000785866,NA,2.813333333,12.624,6.913333333,6.606666667,,"BC13 channel gas C sample - gas data is possibly average of these 4,  ",NA,NA,NA,26516,34014,85.9,765.4,2024.9,29.6,0.38,NA,2.756,0.015,0.0105,NA,0.018525572,0.109624062,0.074844388,NA,NA,21.37,13.4,7.58,NA
BC13,middle,floodplain,low,10/1/2019 14:48,10/1/2019,3:48:00 PM,10/1/2019 15:48,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,21.34,13.4,7.56,8.35,141.3,NA,NA,NA,NA,NA,NA,NA,NA,260.9538096,NA,NA,NA,NA,2.8232,12.7064,6.924,6.612,,"BC13 gas A surf sample - gas data is possibly average of these 4,  ",NA,NA,NA,26459,33981,91.7,765.4,NA,NA,NA,NA,NA,NA,NA,NA,0.018551386,0.109460242,0.074762042,NA,NA,21.34,13.4,7.56,NA
BC13,middle,floodplain,low,10/1/2019 14:50,10/1/2019,3:50:00 PM,10/1/2019 15:50,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,21.55,13.5,7.56,7.71,128.7,NA,NA,NA,NA,NA,NA,NA,NA,240.9525595,NA,NA,NA,NA,2.825666667,12.727,6.926666667,6.613333333,,"BC13 Gas B surf sample - gas data is possibly average of these 4,  ",NA,NA,NA,26710,34209,84.7,765.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01830233,0.110454812,0.07513441,NA,NA,21.55,13.5,7.56,NA
BC14,middle,hillslope,low,10/1/2019 14:58,10/1/2019,3:58:00 PM,10/1/2019 15:58,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,19.56,13,7.39,8.35,52,NA,NA,NA,NA,35.10393395,6.394383884,0.029747971,NA,260.9538096,0.087964356,0.006953704,0.001742381,NA,2.835533333,12.8094,6.937333333,6.618666667,,"BC14 surface by collar 33 gas sample,  ",NA,NA,NA,24189,31320,89.5,765.3,1716.4,63.45,0.42,NA,4.301,0.069,0.0246,NA,0.020452071,0.100778312,0.070828503,NA,NA,19.56,13,7.39,NA
BC14,middle,hillslope,low,10/1/2019 15:00,10/1/2019,4:00:00 PM,10/1/2019 16:00,Surface water,surface.water,flooded,ebb,high tide,NA,3700-12,NA,NA,NA,19.61,13.1,7.28,7.99,50.9,NA,NA,2.808,0.314,NA,NA,NA,NA,249.7031064,NA,NA,NA,NA,2.838,12.83,6.94,6.62,,"BC14 surface water oily film collected in surface sample, incoming flow (towards hill). Originally split into two rows, now merged, Rising tide ",NA,NA,NA,24315,31467,85.9,765.2,NA,NA,NA,NA,NA,NA,NA,NA,0.020328624,0.100874551,0.070758055,NA,NA,19.61,13.1,7.28,NA
BC12,middle,river.bank,low,10/1/2019 15:01,10/1/2019,4:01:00 PM,10/1/2019 16:01,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,21.65,13.4,7.46,7.5,39.7,NA,NA,NA,NA,29.80677036,0.017786388,0.007561734,NA,234.3896494,0.078283916,0.000111165,0.000355401,NA,2.8349,12.83456667,6.942,6.619333333,,"BC12 surface, over by seep hole behind (bank side) of fell tree; BC12 surf gas A,  ",NA,NA,NA,26830,34423,82.8,765.2,1630,0.16,0.1,NA,4.281,0.001,0.0047,NA,0.018286362,0.111164925,0.075617338,NA,NA,21.65,13.4,7.46,NA
BC14,middle,hillslope,low,10/1/2019 15:03,10/1/2019,4:03:00 PM,10/1/2019 16:03,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,19.63,13.1,7.24,7.25,25.2,NA,NA,NA,NA,NA,NA,NA,NA,226.576661,NA,NA,NA,NA,2.8287,12.8437,6.946,6.618,,"BC14 surface gas B sample,  ",NA,NA,NA,24359,31484,78.1,765.3,NA,NA,NA,NA,NA,NA,NA,NA,0.020309793,0.100974907,0.070809861,NA,NA,19.63,13.1,7.24,NA
BC12,middle,river.bank,low,10/1/2019 15:14,10/1/2019,4:14:00 PM,10/1/2019 16:14,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,20.38,13.4,7.38,7.24,54.9,NA,NA,NA,NA,NA,NA,NA,NA,226.2641415,NA,NA,NA,NA,2.7946,12.89393333,6.968,6.610666667,,"BC12 gas surf B sample,  ",NA,NA,NA,25300,32521,78.8,765.2,NA,NA,NA,NA,NA,NA,NA,NA,0.019396719,0.104345276,0.072174264,NA,NA,20.38,13.4,7.38,NA
BC12,middle,river.bank,low,10/1/2019 15:14,10/1/2019,4:14:00 PM,10/1/2019 16:14,Surface water,surface.water,flooded,ebb,high tide,NA,,NA,NA,NA,19.14,12.9,7.44,8.1,68,NA,NA,NA,NA,NA,NA,NA,NA,253.1408213,NA,NA,NA,NA,2.7946,12.89393333,6.968,6.610666667,, ,NA,NA,NA,23646,30770,87.3,765.3,NA,NA,NA,NA,NA,NA,NA,NA,0.020931742,0.098851136,0.069947834,NA,NA,19.14,12.9,7.44,NA
